Epoch,Generation,Top Ant Fitness, Queen Fitness, Blocks Built
1,1,3.71065,1.064853,0
1,2,3.564833,1.11,0
1,3,3.391008,1.132094,0
1,4,3.156157,1.196586,0
1,5,2.917914,1.261248,0
1,6,2.623379,1.283609,0
1,7,2.321166,1.31,0
1,8,1.97458,1.323735,0
1,9,1.675823,1.33264,0
1,10,1.547728,1.353173,0
1,11,1.404875,1.382993,0
1,12,1.404501,1.422722,0
1,13,1.397126,1.462496,0
1,14,1.451429,1.505175,0
1,15,1.358689,1.54214,0
1,16,1.355898,1.554643,0
1,17,1.375968,1.542836,0
1,18,1.389416,1.534986,0
1,19,1.395343,1.530933,0
1,20,1.392748,1.530484,0
1,21,1.380531,1.533415,0
1,22,1.357511,1.53949,0
1,23,1.322452,1.548464,0
1,24,1.30002,1.553963,0
1,25,2.259853,1.560096,0
1,26,2.13636,1.574151,0
1,27,1.776878,1.590405,0
1,28,1.428928,1.608651,0
1,29,1.261171,1.628697,0
1,30,1.21416,1.608697,0
1,31,1.236597,1.588697,0
1,32,1.119908,1.568697,0
1,33,1.164451,1.548697,0
1,34,1.225872,1.528697,0
1,35,1.29757,1.508697,0
1,36,1.368526,1.488697,0
1,37,1.428032,1.468697,0
1,38,1.46541,1.448697,0
1,39,1.469338,1.428697,0
1,40,1.429756,1.408697,0
1,41,1.309756,1.388697,0
1,42,1.189756,1.368697,0
1,43,1.069756,1.348697,0
1,44,0.9497563,1.328697,0
1,45,0.8297563,1.308697,0
1,46,0.7097563,1.288697,0
1,47,0.5897563,1.268697,0
1,48,0.4697563,1.248697,0
1,49,0.3497563,1.228697,0
1,50,0.2297563,1.208697,0
1,51,0.2297563,1.208697,0
1,52,0.2297563,1.208697,0
1,53,0.1697563,1.198697,0
1,54,0.1697563,1.198697,0
1,55,0.1097563,1.188697,0
1,56,0.1097563,1.188697,0
1,57,0.1097563,1.188697,0
1,58,0.1097563,1.188697,0
1,59,0.1097563,1.188697,0
2,0,1.325011,1.116667,2
2,1,0.1556453,1.107778,3
2,2,0.0692986,1.087778,3
2,3,-0.02980023,1.067778,3
2,4,-0.1411749,1.047778,3
2,5,-0.2642347,1.027778,3
2,6,-0.3983052,1.007778,3
2,7,-0.5426583,0.9877777,3
2,8,-0.6965419,0.9677777,3
2,9,-0.8592007,0.9477777,3
2,10,-1.00359,0.9277777,3
2,11,-1.12359,0.9077777,3
2,12,-1.24359,0.8877777,3
2,13,-1.36359,0.8677777,3
2,14,-1.48359,0.8477777,3
2,15,-1.60359,0.8277777,3
2,16,-1.72359,0.8077777,3
2,17,-1.84359,0.7877777,3
2,18,-1.96359,0.7677777,3
2,19,-2.08359,0.7477777,3
2,20,-2.20359,0.7277777,3
2,21,-2.32359,0.7077777,3
2,22,-2.44359,0.6877777,3
3,0,3.991241,1.057082,0
3,1,3.704094,1.09,0
3,2,3.490986,1.13,0
3,3,3.47687,1.148403,0
3,4,3.315113,1.194605,0
3,5,3.132748,1.203209,0
3,6,3.08233,1.232491,0
3,7,3.026299,1.225899,0
3,8,2.906299,1.205899,0
3,9,2.786299,1.185899,0
3,10,2.666299,1.165899,0
3,11,2.546299,1.145899,0
3,12,2.426299,1.125899,0
3,13,2.306299,1.105899,0
3,14,2.186299,1.085899,0
3,15,2.066299,1.065899,0
3,16,1.946299,1.045899,0
3,17,1.826299,1.025899,0
3,18,1.706299,1.005899,0
3,19,1.586299,0.9858989,0
3,20,1.466299,0.9658989,0
3,21,1.346299,0.9458989,0
3,22,1.226299,0.9258989,0
3,23,1.106299,0.9058989,0
3,24,0.9862988,0.8858989,0
3,25,0.8662989,0.8658989,0
3,26,0.7462988,0.8458989,0
3,27,0.6262988,0.8258989,0
3,28,0.5062988,0.8058989,0
3,29,0.3862988,0.7858989,0
3,30,0.2662988,0.7658989,0
3,31,0.1462988,0.7458989,0
3,32,0.02629883,0.7258989,0
3,33,-0.09370117,0.7058989,0
3,34,-0.2137012,0.6858989,0
3,35,-0.3337012,0.6658989,0
3,36,-0.4537012,0.6458989,0
3,37,-0.5737011,0.625899,0
3,38,-0.6937011,0.6058989,0
3,39,-0.8137012,0.5858989,0
3,40,-0.9337012,0.565899,0
3,41,-1.053701,0.5458989,0
3,42,-1.173701,0.5258989,0
3,43,-1.293701,0.505899,0
3,44,-1.413701,0.4858989,0
3,45,-1.533701,0.4658989,0
3,46,-1.653701,0.4458989,0
3,47,-1.773701,0.4258989,0
3,48,-1.893701,0.4058989,0
3,49,-2.013701,0.3858989,0
3,50,-2.073701,0.3758989,0
3,51,-2.073701,0.3758989,0
3,52,-2.073701,0.3758989,0
3,53,-2.073701,0.3758989,0
3,54,-2.073701,0.3758989,0
3,55,-1.547548,0.3758989,0
3,56,-1.547548,0.3758989,0
3,57,-1.547548,0.3758989,0
3,58,-1.547548,0.3758989,0
3,59,-1.547548,0.3758989,0
4,0,3.052119,1.05,0
4,1,2.763524,1.064868,0
4,2,2.530373,1.087477,0
4,3,2.387799,1.099706,0
4,4,2.46,1.128403,0
4,5,2.326574,1.118473,0
4,6,2.196165,1.098473,0
4,7,2.055798,1.078473,0
4,8,1.906138,1.058473,0
4,9,1.747858,1.038473,0
4,10,1.581624,1.018473,0
4,11,1.408079,0.9984732,0
4,12,1.22784,0.9784732,0
4,13,1.041484,0.9584732,0
4,14,0.8495477,0.9384732,0
4,15,0.6987942,0.9184732,0
4,16,0.5787942,0.8984732,0
4,17,0.4587942,0.8784732,0
4,18,0.3387943,0.8584732,0
4,19,0.2187943,0.8384732,0
4,20,0.09879425,0.8184732,0
4,21,-0.02120575,0.7984732,0
4,22,-0.1412057,0.7784732,0
4,23,-0.2612058,0.7584732,0
4,24,-0.3812057,0.7384732,0
4,25,-0.5012057,0.7184732,0
4,26,-0.4626282,0.7237211,0
4,27,-0.5826282,0.7037212,0
4,28,-0.7026282,0.6837212,0
4,29,-0.8226282,0.6637211,0
4,30,-1.001206,0.6384732,0
4,31,-1.121206,0.6184732,0
4,32,-1.241206,0.5984732,0
4,33,-1.361206,0.5784732,0
4,34,-1.481206,0.5584732,0
4,35,-1.601206,0.5384732,0
4,36,-1.721206,0.5184732,0
4,37,-1.841206,0.4984732,0
4,38,-1.961206,0.4784732,0
4,39,-2.081206,0.4584732,0
4,40,-2.201206,0.4384732,0
4,41,-2.321206,0.4184732,0
4,42,-2.441206,0.3984732,0
4,43,-2.561206,0.3784732,0
4,44,-2.681206,0.3584732,0
4,45,-2.801206,0.3384732,0
4,46,-2.921206,0.3184732,0
4,47,-3.041206,0.2984732,0
4,48,-3.161206,0.2784732,0
4,49,-3.281206,0.2584732,0
4,50,-3.232628,0.2637212,0
4,51,-3.684342,0.2637212,0
4,52,-3.77,0.2384732,0
4,53,-4.063546,0.2384732,0
4,54,-4.063546,0.2384732,0
4,55,-2.109114,0.2384732,0
4,56,-1.93068,0.2437212,0
4,57,-1.93068,0.2437212,0
5,0,4.023321,1.05,0
5,1,4.156709,1.09,0
5,2,2.736321,0.95,1
5,3,1.126374,0.9233333,3
5,4,0.5133913,0.9855556,4
5,5,0.4388319,1.002638,4
5,6,0.3420037,1.039249,4
5,7,0.0460778,1.184064,5
5,8,-0.2481228,1.477247,7
5,9,-0.3824497,1.475017,7
6,0,2.881377,1.05,0
6,1,2.582039,1.09,0
6,2,2.280599,1.13,0
6,3,1.977347,1.17,0
6,4,1.672529,1.21,0
6,5,1.366346,1.25,0
6,6,1.05897,1.29,0
6,7,0.9389697,1.27,0
6,8,0.8189697,1.25,0
6,9,0.6989697,1.23,0
6,10,0.5789697,1.21,0
6,11,0.4589697,1.19,0
6,12,0.3389697,1.17,0
6,13,0.2189697,1.15,0
6,14,0.09896973,1.13,0
6,15,-0.02103027,1.11,0
6,16,-0.1410303,1.09,0
6,17,-0.2610303,1.07,0
6,18,-0.3810303,1.05,0
6,19,-0.5010303,1.03,0
6,20,-0.6210303,1.01,0
6,21,-0.7410303,0.99,0
6,22,-0.8610303,0.97,0
6,23,-0.9810303,0.95,0
6,24,-1.10103,0.93,0
6,25,-1.22103,0.91,0
6,26,-1.34103,0.89,0
6,27,-1.46103,0.87,0
6,28,-1.58103,0.85,0
6,29,-1.70103,0.83,0
6,30,-1.82103,0.81,0
6,31,-1.94103,0.79,0
6,32,-2.06103,0.77,0
6,33,-2.181031,0.75,0
6,34,-2.301031,0.73,0
6,35,-2.421031,0.71,0
6,36,-2.541031,0.69,0
6,37,-2.661031,0.67,0
6,38,-2.793118,0.65,0
6,39,-2.821433,0.63,0
6,40,-2.941433,0.61,0
6,41,-3.061433,0.59,0
6,42,-3.181433,0.57,0
6,43,-3.301433,0.55,0
6,44,-3.421433,0.53,0
6,45,-3.541433,0.51,0
6,46,-3.661433,0.49,0
6,47,-3.781433,0.47,0
6,48,-3.901433,0.45,0
6,49,-4.021433,0.43,0
6,50,-4.174458,0.45,0
6,51,-2.652396,0.45,0
6,52,-2.652396,0.45,0
6,53,-2.652396,0.45,0
6,54,-2.652396,0.45,0
6,55,-1.893095,0.45,0
6,56,-0.6673332,0.45,0
6,57,-0.6673332,0.45,0
7,0,3.983333,0.8866667,1
7,1,2.895282,1.117778,3
7,2,1.527284,1.323457,5
7,3,0.7838686,1.670425,7
7,4,0.6638685,1.650425,7
7,5,0.5438686,1.630425,7
7,6,0.4238686,1.610425,7
8,0,5.201669,1.02,0
8,1,4.963485,1.07,0
8,2,4.664555,1.11,0
8,3,4.359375,1.15,0
8,4,4.050306,1.19,0
8,5,3.738675,1.23,0
8,6,3.440954,1.27,0
8,7,3.231314,1.31,0
8,8,3.008199,1.35,0
8,9,1.504866,1.253333,1
8,10,-0.004612141,1.274815,3
8,11,-0.6427909,1.473251,5
8,12,-0.7996557,1.750334,7
8,13,-0.767841,2.062371,9
9,0,4.782416,1.05,0
9,1,4.733722,1.09,0
9,2,4.651191,1.13,0
9,3,4.531191,1.17,0
9,4,4.373722,1.21,0
9,5,4.182416,1.25,0
9,6,4.05381,1.236197,0
9,7,3.93381,1.216197,0
9,8,3.81381,1.196197,0
9,9,3.69381,1.176197,0
9,10,3.57381,1.156197,0
9,11,3.45381,1.136197,0
9,12,3.33381,1.116197,0
9,13,3.21381,1.096197,0
9,14,3.09381,1.076197,0
9,15,2.97381,1.056197,0
9,16,2.85381,1.036197,0
9,17,2.66,0.9954101,0
9,18,2.54,0.9754102,0
9,19,2.42,0.9554102,0
9,20,2.367438,0.9354101,0
9,21,2.247438,0.9154102,0
9,22,2.127438,0.8954102,0
9,23,2.007438,0.8754101,0
9,24,1.887438,0.8554102,0
9,25,1.824411,0.8354102,0
9,26,1.704411,0.8154101,0
9,27,1.584411,0.7954102,0
9,28,1.376396,0.7754102,0
9,29,1.22,0.7554101,0
9,30,1.1,0.7354102,0
9,31,1.095081,0.7561967,0
9,32,1.021495,0.7361967,0
9,33,0.9014952,0.7161967,0
9,34,0.7814952,0.6961967,0
9,35,0.6614952,0.6761967,0
9,36,0.5414952,0.6561967,0
9,37,0.37,0.6154102,0
9,38,0.25,0.5954102,0
9,39,0.13,0.5754102,0
9,40,0.01,0.5554102,0
9,41,-0.11,0.5354102,0
9,42,-0.23,0.5154102,0
9,43,-0.35,0.4954102,0
9,44,-0.47,0.4754102,0
9,45,-0.59,0.4554102,0
9,46,-0.71,0.4354102,0
9,47,-0.83,0.4154102,0
9,48,-0.95,0.3954102,0
9,49,-1.07,0.3754102,0
9,50,-1.028505,0.3961967,0
9,51,-0.502971,0.3761967,0
9,52,-0.4617822,0.3354102,0
10,0,5.559495,1.05,0
10,1,5.541292,1.09,0
10,2,2.641717,0.8744444,2
10,3,2.751195,0.8615265,2
10,4,2.639052,0.8693128,2
10,5,2.72352,0.8493127,2
10,6,2.730717,0.8293127,2
10,7,2.610718,0.8093128,2
10,8,2.490717,0.7893127,2
10,9,2.370718,0.7693127,2
10,10,2.250717,0.7493128,2
10,11,2.130718,0.7293127,2
10,12,2.010717,0.7093127,2
10,13,1.890718,0.6893128,2
10,14,1.247261,0.9121795,4
10,15,0.8769757,1.256761,6
11,0,5.373147,1.02,0
11,1,5.439808,1.064853,0
11,2,5.387352,1.11,0
11,3,5.267352,1.174307,0
11,4,5.139495,1.174558,0
11,5,5.019495,1.154558,0
11,6,4.899495,1.134558,0
11,7,4.779495,1.114558,0
11,8,4.659495,1.094558,0
11,9,4.539495,1.074558,0
11,10,4.419495,1.054558,0
11,11,4.299495,1.034558,0
11,12,4.309324,1.014558,0
11,13,4.339324,1.004558,0
11,14,4.219324,0.9845584,0
11,15,4.099324,0.9645584,0
11,16,3.979324,0.9445584,0
11,17,3.859324,0.9245584,0
11,18,3.739324,0.9045584,0
11,19,3.619324,0.8845584,0
11,20,3.499324,0.8645584,0
11,21,3.379324,0.8445584,0
11,22,3.259324,0.8245584,0
11,23,3.189324,0.8145584,0
11,24,3.069324,0.7945584,0
11,25,2.949324,0.7745584,0
11,26,2.829324,0.7545584,0
11,27,2.709324,0.7345584,0
11,28,2.589324,0.7145584,0
11,29,2.469324,0.6945584,0
11,30,2.349324,0.6745584,0
11,31,2.229324,0.6545584,0
11,32,2.109324,0.6345584,0
11,33,1.989324,0.6145584,0
11,34,1.869324,0.5945584,0
11,35,1.749324,0.5745584,0
11,36,1.629324,0.5545584,0
11,37,1.509324,0.5345584,0
11,38,1.389324,0.5145584,0
11,39,1.269324,0.4945584,0
11,40,1.149324,0.4745584,0
11,41,1.029324,0.4545584,0
11,42,0.9093236,0.4345584,0
11,43,0.7893236,0.4145584,0
11,44,0.6693236,0.3945584,0
11,45,0.5493236,0.3745584,0
11,46,0.4293236,0.3545584,0
11,47,0.3093236,0.3345584,0
11,48,0.1893236,0.3145584,0
11,49,0.06932358,0.2945584,0
11,50,-0.05067642,0.2745584,0
11,51,-0.07067642,0.2745584,0
11,52,-0.09067642,0.2745584,0
11,53,0.02007895,0.2745584,0
11,54,0.08820385,0.2645584,0
11,55,0.2274564,0.2545584,0
12,0,4.544214,1.05,0
12,1,4.580094,1.09,0
12,2,4.534708,1.1,0
12,3,4.414708,1.08,0
12,4,4.294708,1.06,0
12,5,4.223966,1.04,0
12,6,4.335988,1.02,0
12,7,4.313723,1,0
12,8,4.181465,0.98,0
12,9,4.028759,0.96,0
12,10,3.916254,0.94,0
12,11,3.785206,0.92,0
12,12,3.810688,0.9,0
12,13,3.604611,0.88,0
12,14,3.440954,0.86,0
12,15,3.257155,0.84,0
12,16,3.016603,0.82,0
12,17,2.749443,0.8,0
12,18,2.533992,0.78,0
12,19,2.309904,0.76,0
12,20,2.189904,0.74,0
12,21,1.958684,0.72,0
12,22,1.721641,0.7,0
12,23,1.651641,0.69,0
12,24,1.531641,0.67,0
12,25,1.411641,0.65,0
12,26,1.23129,0.63,0
12,27,1.11129,0.61,0
12,28,0.867533,0.59,0
12,29,0.6203818,0.57,0
12,30,0.370517,0.55,0
12,31,0.2534634,0.5358846,0
12,32,0.1334634,0.5158846,0
12,33,0.01346344,0.4958845,0
12,34,-0.1065366,0.4758846,0
12,35,-0.2265366,0.4558845,0
12,36,-0.3465365,0.4358846,0
12,37,-0.4665366,0.4158846,0
12,38,-0.5865366,0.3958845,0
12,39,-0.7065365,0.3758846,0
12,40,-0.9610035,0.3558846,0
12,41,-1.081004,0.3358845,0
12,42,-1.201004,0.3158846,0
12,43,-1.321004,0.2958846,0
12,44,-1.441004,0.2758846,0
12,45,-1.561004,0.2558846,0
12,46,-1.681004,0.2358846,0
12,47,-1.801004,0.2158846,0
12,48,-1.921004,0.1958846,0
12,49,-2.041003,0.1758846,0
12,50,-2.101004,0.1658846,0
12,51,-2.325454,0.1658846,0
12,52,-3.566262,0.1658846,0
12,53,-3.214926,0.1558846,0
12,54,-3.214926,0.1558846,0
12,55,-1.19545,0.1558846,0
12,56,-1.19545,0.1558846,0
13,0,2.117883,0.8866667,1
13,1,0.9224692,1.117778,3
13,2,0.7581175,1.097778,3
13,3,0.5868895,1.077778,3
13,4,0.4021036,1.057778,3
13,5,0.2043862,1.037778,3
13,6,-0.001998863,1.017778,3
13,7,-0.1219989,0.9977777,3
13,8,-0.1992674,0.9777777,3
13,9,-0.4023498,0.9577777,3
13,10,-0.5159483,0.9377777,3
13,11,-0.637055,0.9177777,3
13,12,-0.5457089,0.8977777,3
13,13,-0.5578783,0.8777777,3
13,14,-0.5577943,0.8577777,3
13,15,-0.4827334,0.8377777,3
13,16,-0.3838009,0.8177777,3
13,17,-0.316661,0.7977777,3
13,18,-0.2638926,0.7777777,3
13,19,-0.2060475,0.7577777,3
13,20,-0.3443375,0.7377777,3
13,21,-0.33834,0.7177777,3
13,22,-0.3226603,0.6977777,3
14,0,4.703778,1.032426,0
14,1,4.665566,1.053485,0
14,2,4.394512,1.033485,0
14,3,4.456573,1.013485,0
14,4,4.332595,0.9934847,0
14,5,4.058135,0.9734848,0
14,6,3.937363,0.9534847,0
14,7,3.94752,0.9334847,0
14,8,3.929968,0.9134848,0
14,9,3.897668,0.8934847,0
14,10,3.845715,0.8734847,0
14,11,3.792503,0.8534847,0
14,12,3.694442,0.8334847,0
14,13,3.589089,0.8134847,0
14,14,3.492883,0.7819615,0
14,15,3.175544,0.7619615,0
14,16,3.053049,0.7419615,0
14,17,2.838435,0.7219615,0
14,18,2.610081,0.7019615,0
14,19,2.447153,0.6819615,0
14,20,2.330081,0.6619615,0
14,21,2.20681,0.6419615,0
14,22,2.091617,0.6219615,0
14,23,1.961112,0.6019615,0
14,24,1.822982,0.5819615,0
14,25,1.767581,0.5619615,0
14,26,1.609636,0.5419615,0
14,27,1.479407,0.537082,0
14,28,1.294849,0.5234847,0
14,29,1.246876,0.5134847,0
14,30,1.143278,0.4934847,0
14,31,1.02933,0.4734847,0
14,32,0.9049665,0.4534847,0
14,33,0.7702496,0.4334847,0
14,34,0.6253653,0.4134847,0
14,35,0.4706153,0.3934847,0
14,36,0.3064004,0.3734847,0
14,37,0.1331995,0.3534847,0
14,38,-0.04844818,0.3334847,0
14,39,-0.2379657,0.3134847,0
14,40,-0.434758,0.2934847,0
14,41,-0.554758,0.2734847,0
14,42,-1.181833,0.2634847,0
14,43,-1.301833,0.2434847,0
14,44,-1.421833,0.2234847,0
14,45,-1.541833,0.2034847,0
14,46,-1.661833,0.1834847,0
14,47,-1.781833,0.1634847,0
14,48,-1.901833,0.1434847,0
14,49,-2.021833,0.1234847,0
14,50,-2.141833,0.1034847,0
14,51,-2.201833,0.0934847,0
14,52,-2.201833,0.0934847,0
14,53,-2.201833,0.0934847,0
14,54,-0.8874607,0.0934847,0
14,55,-0.8442222,0.0934847,0
14,56,-0.7614825,0.08348469,0
14,57,-0.7614825,0.08348469,0
14,58,-0.8366185,0.0734847,0
15,0,2.008383,0.8866667,1
15,1,2.066242,0.8666666,1
15,2,2.059409,0.8466666,1
15,3,1.939409,0.8266667,1
15,4,1.925226,0.8066666,1
15,5,1.715959,0.7866666,1
15,6,1.505221,0.7666667,1
15,7,1.290618,0.7466667,1
15,8,1.071626,0.7266666,1
15,9,0.8484127,0.7066666,1
15,10,0.621367,0.6866667,1
15,11,0.3909254,0.6666666,1
15,12,0.2307326,0.6466666,1
15,13,0.06692818,0.6266667,1
15,14,-0.08249535,0.6066666,1
15,15,-0.2024954,0.5866666,1
15,16,-0.3224953,0.5666667,1
15,17,-0.4424953,0.5466666,1
15,18,-0.5624954,0.5266666,1
15,19,-0.603435,0.5066667,1
15,20,-0.523435,0.4866666,1
15,21,-0.643435,0.4666666,1
15,22,-0.763435,0.4466666,1
15,23,-0.883435,0.4266666,1
15,24,-0.803435,0.4066666,1
15,25,-0.723435,0.3866667,1
15,26,-0.843435,0.3666666,1
15,27,-0.6413281,0.3266667,1
15,28,-0.1298345,0.3066666,1
15,29,-0.2498345,0.2866666,1
15,30,-0.3698345,0.2666667,1
15,31,-0.4898345,0.2466666,1
15,32,-0.6098345,0.2266666,1
15,33,-0.5262366,0.2066666,1
16,0,2.605767,0.8866667,1
16,1,1.211129,1.117778,3
16,2,-0.3068392,1.323457,5
16,3,-0.9872235,1.670425,7
16,4,-1.320343,2.080189,9
17,0,4.231926,1.032426,0
17,1,4.341689,1.047082,0
